site_id,timestamp,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
0,2016-01-01 00:00:00,25.0,6.0,20.0,,1019.7,0.0,0.0
0,2016-01-01 01:00:00,24.4,,21.1,-1.0,1020.2,70.0,1.5
0,2016-01-01 02:00:00,22.8,2.0,21.1,0.0,1020.2,0.0,0.0
0,2016-01-01 03:00:00,21.1,2.0,20.6,0.0,1020.1,0.0,0.0
0,2016-01-01 04:00:00,20.0,2.0,20.0,-1.0,1020.0,250.0,2.6
0,2016-01-01 05:00:00,19.4,,19.4,0.0,,0.0,0.0
0,2016-01-01 06:00:00,21.1,6.0,21.1,-1.0,1019.4,0.0,0.0
0,2016-01-01 07:00:00,21.1,,21.1,0.0,1018.8,210.0,1.5
0,2016-01-01 08:00:00,20.6,,20.0,0.0,1018.1,0.0,0.0
0,2016-01-01 09:00:00,21.1,,20.6,0.0,1019.0,290.0,1.5
0,2016-01-01 10:00:00,21.1,,20.6,-1.0,1018.4,0.0,0.0
0,2016-01-01 11:00:00,20.6,,20.0,0.0,1018.9,0.0,0.0
0,2016-01-01 12:00:00,18.9,6.0,18.9,0.0,1019.2,210.0,1.5
0,2016-01-01 13:00:00,20.0,,20.0,0.0,1019.6,0.0,0.0
0,2016-01-01 14:00:00,21.7,,21.1,0.0,1020.1,0.0,0.0
0,2016-01-01 15:00:00,23.9,,21.1,0.0,1020.3,210.0,3.1
0,2016-01-01 16:00:00,26.1,,20.0,0.0,1020.2,210.0,4.1
0,2016-01-01 17:00:00,26.7,,20.6,0.0,1019.5,230.0,3.6
0,2016-01-01 18:00:00,27.8,6.0,20.0,0.0,1018.2,200.0,5.1
0,2016-01-01 19:00:00,28.3,,19.4,0.0,1017.2,180.0,5.1
0,2016-01-01 20:00:00,28.3,,18.9,0.0,1017.0,210.0,4.1
0,2016-01-01 21:00:00,27.8,,18.3,0.0,1016.8,220.0,4.6
0,2016-01-01 22:00:00,26.7,,18.3,0.0,1016.9,230.0,3.1
0,2016-01-01 23:00:00,25.6,,18.3,0.0,1017.5,230.0,3.1
0,2016-01-02 00:00:00,24.4,6.0,18.9,-1.0,1018.1,270.0,2.6
0,2016-01-02 01:00:00,23.9,4.0,18.3,0.0,1018.5,300.0,2.1
0,2016-01-02 02:00:00,22.2,,19.4,0.0,,360.0,5.7
0,2016-01-02 03:00:00,21.1,,18.9,0.0,1019.5,20.0,5.1
0,2016-01-02 04:00:00,20.6,,17.8,0.0,1019.4,30.0,4.6
0,2016-01-02 05:00:00,19.4,4.0,17.2,0.0,1019.3,20.0,2.6
0,2016-01-02 06:00:00,18.9,6.0,17.2,0.0,1019.0,10.0,2.1
0,2016-01-02 07:00:00,18.9,,17.2,0.0,1018.4,10.0,2.6
0,2016-01-02 08:00:00,18.9,,16.7,0.0,1018.5,360.0,3.6
0,2016-01-02 09:00:00,18.3,,16.7,0.0,1018.1,10.0,3.1
0,2016-01-02 10:00:00,18.9,,16.7,0.0,1018.1,10.0,5.1
0,2016-01-02 11:00:00,16.7,,13.9,0.0,1018.7,20.0,6.2
0,2016-01-02 12:00:00,15.6,8.0,13.3,-1.0,1019.5,350.0,5.7
0,2016-01-02 13:00:00,15.0,,13.9,0.0,1020.0,360.0,4.1
0,2016-01-02 14:00:00,16.1,,13.3,0.0,1020.9,360.0,5.1
0,2016-01-02 15:00:00,17.2,,13.3,0.0,1021.5,360.0,3.6
0,2016-01-02 16:00:00,17.8,,13.3,0.0,1021.5,350.0,3.6
0,2016-01-02 17:00:00,19.4,,11.7,0.0,1020.4,360.0,3.6
0,2016-01-02 18:00:00,20.6,6.0,11.7,0.0,1018.7,10.0,3.1
0,2016-01-02 19:00:00,22.2,,12.8,0.0,1017.6,60.0,3.1
0,2016-01-02 20:00:00,22.8,,13.9,0.0,1016.8,20.0,3.1
0,2016-01-02 21:00:00,21.1,,13.9,0.0,1017.6,350.0,5.1
0,2016-01-02 22:00:00,20.0,,13.9,0.0,1017.9,10.0,4.1
0,2016-01-02 23:00:00,18.9,,13.9,0.0,1018.1,10.0,4.6
0,2016-01-03 00:00:00,17.8,8.0,13.9,0.0,1018.2,10.0,5.1
0,2016-01-03 01:00:00,16.7,,12.8,0.0,1018.6,20.0,6.7
0,2016-01-03 02:00:00,16.7,,12.8,0.0,1018.3,20.0,4.1
0,2016-01-03 03:00:00,16.1,,12.8,0.0,1018.0,350.0,4.1
0,2016-01-03 04:00:00,16.7,,12.8,0.0,1018.3,340.0,5.1
0,2016-01-03 05:00:00,15.6,,12.8,-1.0,1019.0,330.0,5.1
0,2016-01-03 06:00:00,15.6,8.0,13.3,-1.0,1018.4,330.0,8.2
0,2016-01-03 07:00:00,15.0,,12.2,0.0,1017.9,350.0,6.2
0,2016-01-03 08:00:00,15.0,,12.2,0.0,1017.0,350.0,6.7
0,2016-01-03 09:00:00,15.0,,12.2,0.0,1016.7,340.0,5.1
0,2016-01-03 10:00:00,14.4,,11.7,0.0,1017.0,340.0,4.6
0,2016-01-03 11:00:00,14.4,,12.2,0.0,1016.9,350.0,4.1
0,2016-01-03 12:00:00,14.4,8.0,12.2,0.0,1017.0,10.0,4.6
0,2016-01-03 13:00:00,14.4,,12.2,-1.0,1017.9,350.0,6.7
0,2016-01-03 14:00:00,13.3,,11.7,-1.0,1019.3,340.0,6.7
0,2016-01-03 15:00:00,13.3,,11.7,3.0,1019.1,360.0,5.1
0,2016-01-03 16:00:00,13.3,,12.2,-1.0,1016.7,110.0,5.1
0,2016-01-03 17:00:00,13.3,,12.2,0.0,1016.9,350.0,4.6
0,2016-01-03 18:00:00,14.4,8.0,12.8,0.0,1016.6,320.0,4.1
0,2016-01-03 19:00:00,15.0,,12.8,-1.0,1015.6,330.0,2.1
0,2016-01-03 20:00:00,14.4,,12.8,3.0,1015.7,310.0,3.1
0,2016-01-03 21:00:00,14.4,,13.3,5.0,1015.1,340.0,3.6
0,2016-01-03 22:00:00,13.9,,12.2,-1.0,1015.0,350.0,5.1
0,2016-01-03 23:00:00,12.8,,11.7,8.0,1014.6,340.0,4.1
0,2016-01-04 00:00:00,12.2,8.0,11.1,8.0,1015.1,350.0,4.6
0,2016-01-04 01:00:00,11.7,,11.1,8.0,1015.8,320.0,4.6
0,2016-01-04 02:00:00,11.1,,10.0,-1.0,1016.3,320.0,4.1
0,2016-01-04 03:00:00,11.1,,10.0,2.0,,290.0,4.1
0,2016-01-04 04:00:00,9.4,,7.2,-1.0,1015.6,360.0,3.6
0,2016-01-04 05:00:00,10.6,,7.8,0.0,1014.9,320.0,2.6
0,2016-01-04 06:00:00,10.0,8.0,8.3,0.0,1015.1,270.0,2.6
0,2016-01-04 07:00:00,10.0,,7.8,0.0,1014.2,320.0,5.1
0,2016-01-04 08:00:00,10.6,,7.8,0.0,1014.0,310.0,3.6
0,2016-01-04 09:00:00,10.6,,6.7,0.0,1013.7,330.0,4.1
0,2016-01-04 10:00:00,10.0,,4.4,0.0,1014.2,320.0,5.7
0,2016-01-04 11:00:00,10.0,,4.4,0.0,1014.4,340.0,3.1
0,2016-01-04 12:00:00,9.4,6.0,4.4,0.0,1015.3,320.0,5.1
0,2016-01-04 13:00:00,8.9,4.0,3.9,0.0,1016.2,320.0,4.1
0,2016-01-04 14:00:00,11.1,2.0,2.2,0.0,1016.7,320.0,4.6
0,2016-01-04 15:00:00,13.3,4.0,2.2,0.0,1017.3,330.0,6.2
0,2016-01-04 16:00:00,15.6,2.0,1.1,0.0,1016.9,330.0,3.6
0,2016-01-04 17:00:00,15.6,0.0,-0.6,0.0,1016.8,320.0,4.1
0,2016-01-04 18:00:00,17.2,0.0,-1.7,0.0,1016.0,310.0,5.1
0,2016-01-04 19:00:00,17.8,0.0,-0.6,0.0,1015.3,300.0,4.6
0,2016-01-04 20:00:00,17.8,0.0,-1.7,0.0,1015.6,300.0,5.7
0,2016-01-04 21:00:00,17.8,0.0,-0.6,0.0,1016.0,300.0,5.7
0,2016-01-04 22:00:00,17.8,0.0,-1.1,0.0,1016.5,320.0,3.6
0,2016-01-04 23:00:00,14.4,0.0,2.2,0.0,1017.4,320.0,2.6
0,2016-01-05 00:00:00,13.3,0.0,3.9,0.0,1017.9,20.0,4.6
0,2016-01-05 01:00:00,13.3,0.0,4.4,0.0,1019.0,30.0,7.7
0,2016-01-05 02:00:00,12.2,0.0,6.1,0.0,1020.4,30.0,5.1
0,2016-01-05 03:00:00,11.1,2.0,6.7,0.0,1021.0,360.0,4.1
0,2016-01-05 04:00:00,11.7,0.0,6.1,0.0,1021.2,360.0,5.7
0,2016-01-05 05:00:00,10.6,0.0,6.1,0.0,1021.3,350.0,4.1
0,2016-01-05 06:00:00,10.0,0.0,6.1,0.0,1020.9,360.0,4.1
0,2016-01-05 07:00:00,10.6,0.0,6.1,0.0,1020.9,360.0,4.6
0,2016-01-05 08:00:00,10.6,0.0,6.7,0.0,1020.8,360.0,5.1
0,2016-01-05 09:00:00,10.0,0.0,6.7,0.0,1021.5,360.0,4.6
0,2016-01-05 10:00:00,10.6,0.0,6.7,0.0,1022.2,360.0,4.6
0,2016-01-05 11:00:00,11.1,0.0,6.7,0.0,1022.5,10.0,5.1
0,2016-01-05 12:00:00,11.7,2.0,7.8,0.0,1023.1,20.0,7.2
0,2016-01-05 13:00:00,12.2,4.0,7.8,0.0,1023.7,10.0,6.7
0,2016-01-05 14:00:00,13.9,2.0,7.8,0.0,1024.4,10.0,8.8
0,2016-01-05 15:00:00,15.6,4.0,8.9,0.0,1024.7,30.0,5.7
0,2016-01-05 16:00:00,18.9,,9.4,0.0,1024.7,50.0,8.8
0,2016-01-05 17:00:00,19.4,4.0,8.3,0.0,1024.8,40.0,8.8
0,2016-01-05 18:00:00,20.0,6.0,7.8,0.0,1023.9,30.0,7.7
0,2016-01-05 19:00:00,20.0,,5.6,0.0,1023.2,50.0,6.7
0,2016-01-05 20:00:00,18.9,,8.9,0.0,1023.3,60.0,7.7
0,2016-01-05 21:00:00,17.8,,7.8,0.0,1023.4,50.0,8.8
0,2016-01-05 22:00:00,17.2,,8.3,0.0,1024.0,60.0,7.2
0,2016-01-05 23:00:00,16.7,,8.9,0.0,1024.1,40.0,6.7
0,2016-01-06 00:00:00,16.1,8.0,9.4,0.0,1024.6,50.0,6.2
0,2016-01-06 01:00:00,16.1,,9.4,0.0,1025.2,50.0,5.7
0,2016-01-06 02:00:00,15.6,,10.0,0.0,1025.8,10.0,6.2
0,2016-01-06 03:00:00,15.0,,10.6,0.0,1025.9,40.0,4.6
0,2016-01-06 04:00:00,13.9,,10.0,0.0,1025.2,10.0,4.6
0,2016-01-06 05:00:00,13.9,,10.0,0.0,1024.9,20.0,5.7
0,2016-01-06 06:00:00,13.3,8.0,11.7,0.0,1023.9,360.0,4.6
0,2016-01-06 07:00:00,13.3,,11.7,0.0,1023.5,360.0,4.1
0,2016-01-06 08:00:00,13.9,,12.2,0.0,1022.7,350.0,5.7
0,2016-01-06 09:00:00,13.9,,11.7,0.0,1023.0,340.0,3.1
0,2016-01-06 10:00:00,13.3,,11.7,0.0,1022.1,10.0,5.1
0,2016-01-06 11:00:00,13.9,,12.8,-1.0,1022.5,350.0,3.6
0,2016-01-06 12:00:00,14.4,8.0,13.3,-1.0,1022.5,340.0,5.7
0,2016-01-06 13:00:00,14.4,,13.3,-1.0,1022.7,350.0,4.6
0,2016-01-06 14:00:00,12.8,,11.7,3.0,1023.2,330.0,4.6
0,2016-01-06 15:00:00,13.9,,12.8,3.0,1023.5,350.0,4.6
0,2016-01-06 16:00:00,15.0,,13.3,-1.0,1023.3,340.0,4.6
0,2016-01-06 17:00:00,17.2,,14.4,0.0,1021.8,360.0,6.2
0,2016-01-06 18:00:00,19.4,6.0,15.6,-1.0,1020.2,20.0,5.7
0,2016-01-06 19:00:00,20.0,,15.6,0.0,1019.0,10.0,6.2
0,2016-01-06 20:00:00,21.1,,13.9,-1.0,1018.3,30.0,7.2
0,2016-01-06 21:00:00,18.9,,15.0,-1.0,1018.0,350.0,8.2
0,2016-01-06 22:00:00,17.2,,13.9,0.0,1018.6,350.0,6.2
0,2016-01-06 23:00:00,16.1,,14.4,-1.0,1018.5,360.0,6.7
0,2016-01-07 00:00:00,15.6,8.0,13.9,0.0,1019.0,360.0,6.7
0,2016-01-07 01:00:00,15.6,,13.3,0.0,1019.0,360.0,7.7
0,2016-01-07 02:00:00,15.0,,13.3,0.0,1019.6,360.0,6.7
0,2016-01-07 03:00:00,14.4,,13.3,0.0,1019.5,360.0,5.1
0,2016-01-07 04:00:00,14.4,,13.3,0.0,1019.5,340.0,5.1
0,2016-01-07 05:00:00,14.4,,13.3,0.0,1018.9,340.0,4.6
0,2016-01-07 06:00:00,14.4,8.0,13.3,0.0,1018.4,330.0,4.1
0,2016-01-07 07:00:00,14.4,,13.3,0.0,1018.0,340.0,4.1
0,2016-01-07 08:00:00,13.9,,13.3,0.0,1017.4,340.0,4.1
0,2016-01-07 09:00:00,13.9,,13.3,0.0,1016.7,360.0,3.6
0,2016-01-07 10:00:00,13.9,,13.3,0.0,1016.4,350.0,3.6
0,2016-01-07 11:00:00,14.4,,13.9,0.0,1016.4,350.0,4.1
0,2016-01-07 12:00:00,14.4,8.0,13.9,-1.0,1016.9,360.0,3.6
0,2016-01-07 13:00:00,14.4,,13.9,-1.0,1017.2,360.0,4.6
0,2016-01-07 14:00:00,15.0,,13.9,-1.0,1017.7,360.0,4.6
0,2016-01-07 15:00:00,15.0,,13.9,-1.0,1018.3,10.0,4.1
0,2016-01-07 16:00:00,17.2,,13.9,0.0,1018.3,350.0,2.6
0,2016-01-07 17:00:00,18.3,,14.4,0.0,1017.2,320.0,2.6
0,2016-01-07 18:00:00,19.4,6.0,15.0,0.0,1015.9,350.0,4.6
0,2016-01-07 19:00:00,21.1,4.0,15.6,0.0,1014.9,,2.1
0,2016-01-07 20:00:00,22.8,,15.6,0.0,1014.1,,1.5
0,2016-01-07 21:00:00,22.2,,15.0,0.0,1013.4,30.0,2.6
0,2016-01-07 22:00:00,21.1,,15.0,0.0,1013.8,60.0,2.6
0,2016-01-07 23:00:00,20.6,,14.4,0.0,1014.2,80.0,2.1
0,2016-01-08 00:00:00,19.4,8.0,15.0,0.0,1014.7,80.0,2.6
0,2016-01-08 01:00:00,17.8,,15.6,0.0,1015.1,80.0,3.1
0,2016-01-08 02:00:00,16.7,,15.0,0.0,1015.8,70.0,3.1
0,2016-01-08 03:00:00,16.1,,15.0,0.0,,30.0,3.6
0,2016-01-08 04:00:00,15.6,,15.0,0.0,1015.4,90.0,2.6
0,2016-01-08 05:00:00,15.6,9.0,15.0,0.0,1014.8,100.0,2.1
0,2016-01-08 06:00:00,15.6,8.0,15.0,0.0,1013.8,90.0,2.6
0,2016-01-08 07:00:00,15.6,,15.0,0.0,1013.4,90.0,2.1
0,2016-01-08 08:00:00,15.6,,15.6,-1.0,1013.9,0.0,0.0
0,2016-01-08 09:00:00,15.6,,15.0,-1.0,1013.5,0.0,0.0
0,2016-01-08 10:00:00,15.6,,15.6,-1.0,1013.3,0.0,0.0
0,2016-01-08 11:00:00,15.6,,15.0,10.0,1013.4,80.0,3.1
0,2016-01-08 12:00:00,15.6,8.0,15.6,8.0,1013.3,120.0,2.1
0,2016-01-08 13:00:00,16.1,,15.6,5.0,1013.4,160.0,2.6
0,2016-01-08 14:00:00,16.7,,16.1,-1.0,1014.5,180.0,3.6
0,2016-01-08 15:00:00,17.2,,16.1,3.0,1014.6,130.0,2.6
0,2016-01-08 16:00:00,17.8,,16.1,-1.0,1014.5,0.0,0.0
0,2016-01-08 17:00:00,17.8,,16.7,20.0,1013.8,0.0,0.0
0,2016-01-08 18:00:00,18.3,8.0,17.2,33.0,1012.6,140.0,4.1
0,2016-01-08 19:00:00,20.0,,17.8,-1.0,,160.0,2.1
0,2016-01-08 20:00:00,20.6,,17.8,0.0,1011.8,0.0,0.0
0,2016-01-08 21:00:00,22.2,,18.3,0.0,1011.5,40.0,1.5
0,2016-01-08 22:00:00,21.7,,18.3,0.0,1012.2,330.0,1.5
0,2016-01-08 23:00:00,20.6,,17.8,0.0,1012.4,10.0,2.1
0,2016-01-09 00:00:00,19.4,6.0,17.8,0.0,1012.7,30.0,4.6
0,2016-01-09 01:00:00,18.3,,17.2,0.0,1013.0,40.0,4.1
0,2016-01-09 02:00:00,17.2,2.0,16.1,0.0,1013.4,30.0,4.6
0,2016-01-09 03:00:00,16.7,4.0,15.6,0.0,1013.3,30.0,3.1
0,2016-01-09 04:00:00,16.1,,15.0,0.0,1013.1,10.0,2.1
0,2016-01-09 05:00:00,15.0,,14.4,0.0,1012.9,350.0,2.1
0,2016-01-09 06:00:00,15.0,8.0,14.4,0.0,1012.6,10.0,2.1
0,2016-01-09 07:00:00,14.4,,13.9,0.0,1012.2,10.0,2.1
0,2016-01-09 08:00:00,14.4,,13.9,0.0,1011.7,10.0,2.1
0,2016-01-09 09:00:00,15.0,,15.0,0.0,1011.6,10.0,3.1
0,2016-01-09 10:00:00,15.0,,14.4,0.0,1011.6,30.0,3.1
0,2016-01-09 11:00:00,15.0,9.0,15.0,0.0,1011.5,20.0,2.6
0,2016-01-09 12:00:00,15.0,9.0,15.0,0.0,1012.6,340.0,3.1
0,2016-01-09 13:00:00,15.6,9.0,15.0,0.0,1013.2,330.0,2.6
0,2016-01-09 14:00:00,15.6,9.0,15.6,0.0,1013.8,0.0,0.0
0,2016-01-09 15:00:00,16.1,9.0,16.1,0.0,1014.0,0.0,0.0
0,2016-01-09 16:00:00,16.7,,16.7,0.0,1013.3,0.0,0.0
0,2016-01-09 17:00:00,18.9,,17.2,0.0,1012.3,0.0,0.0
0,2016-01-09 18:00:00,20.0,8.0,17.2,0.0,1011.4,190.0,3.1
0,2016-01-09 19:00:00,21.7,,17.8,0.0,1010.7,170.0,3.6
0,2016-01-09 20:00:00,21.1,,17.8,0.0,1010.0,180.0,2.1
0,2016-01-09 21:00:00,21.7,,17.8,0.0,1010.4,200.0,3.6
0,2016-01-09 22:00:00,21.7,,17.8,0.0,1010.4,0.0,0.0
0,2016-01-09 23:00:00,20.6,,17.8,3.0,1011.0,0.0,0.0
0,2016-01-10 00:00:00,19.4,8.0,18.9,38.0,1011.2,140.0,1.5
0,2016-01-10 01:00:00,19.4,,17.8,13.0,1010.0,140.0,3.6
0,2016-01-10 02:00:00,19.4,,18.9,3.0,1010.9,110.0,2.1
0,2016-01-10 03:00:00,18.9,,18.3,-1.0,1010.5,170.0,2.6
0,2016-01-10 04:00:00,18.3,,17.8,0.0,1010.4,160.0,2.6
0,2016-01-10 05:00:00,17.8,,17.2,0.0,1010.0,180.0,2.6
0,2016-01-10 06:00:00,18.3,6.0,17.8,0.0,1009.5,190.0,3.1
0,2016-01-10 07:00:00,19.4,,18.9,0.0,1009.7,200.0,5.1
0,2016-01-10 08:00:00,19.4,,18.3,0.0,1009.2,200.0,4.6
0,2016-01-10 09:00:00,19.4,,18.9,0.0,1009.7,220.0,3.6
0,2016-01-10 10:00:00,19.4,,18.9,0.0,1009.9,230.0,3.1
0,2016-01-10 11:00:00,20.6,,19.4,0.0,1010.6,240.0,4.6
0,2016-01-10 12:00:00,20.6,8.0,20.0,0.0,1011.4,240.0,3.6
0,2016-01-10 13:00:00,20.6,,20.0,0.0,1012.2,250.0,3.1
0,2016-01-10 14:00:00,21.1,,18.9,0.0,1013.2,280.0,4.6
0,2016-01-10 15:00:00,21.7,,17.8,0.0,1013.9,290.0,4.1
0,2016-01-10 16:00:00,21.1,,16.7,0.0,1014.2,280.0,5.7
0,2016-01-10 17:00:00,20.0,,15.6,0.0,1014.1,280.0,5.7
0,2016-01-10 18:00:00,19.4,8.0,13.3,0.0,1014.2,300.0,5.7
0,2016-01-10 19:00:00,18.9,,12.2,0.0,1014.0,280.0,6.2
0,2016-01-10 20:00:00,17.8,,11.7,0.0,1014.3,280.0,5.1
0,2016-01-10 21:00:00,18.3,,11.1,0.0,1015.0,280.0,4.6
0,2016-01-10 22:00:00,17.2,,10.0,0.0,1015.6,280.0,4.1
0,2016-01-10 23:00:00,15.6,,9.4,0.0,1016.4,270.0,4.6
0,2016-01-11 00:00:00,14.4,4.0,9.4,0.0,1017.2,290.0,4.6
0,2016-01-11 01:00:00,13.9,,8.9,0.0,1017.8,300.0,6.2
0,2016-01-11 02:00:00,13.3,,8.9,0.0,1018.3,300.0,5.1
0,2016-01-11 03:00:00,12.8,,8.9,0.0,1018.6,300.0,4.1
0,2016-01-11 04:00:00,12.8,,8.9,0.0,1018.8,290.0,5.1
0,2016-01-11 05:00:00,12.2,,8.3,0.0,1018.9,310.0,3.6
0,2016-01-11 06:00:00,11.7,6.0,6.7,0.0,1018.8,320.0,5.7
0,2016-01-11 07:00:00,11.1,,7.2,0.0,1019.1,320.0,5.7
